regulator	target	beta.sign.sum	prior	ens_tf	ens_target
JUND	RP11-54O7.17	0.14754126508137499	0	ENSG00000130522	ENSG00000272512
IRF2	RP11-54O7.17	0.016560487147812001	0	ENSG00000168310	ENSG00000272512
IRF9	HES4	0.26121829355543102	0	ENSG00000213928	ENSG00000188290
IRF7	HES4	0.09932615846243302	0	ENSG00000185507	ENSG00000188290
MLX	HES4	-0.16801883575837198	0	ENSG00000108788	ENSG00000188290
IRF2	HES4	0.0601288582547451	0	ENSG00000168310	ENSG00000188290
IRF9	ISG15	0.39577808831467098	1	ENSG00000213928	ENSG00000187608
IRF2	ISG15	0.45641120932630097	1	ENSG00000168310	ENSG00000187608
IRF3	ISG15	0.580510709904418	1	ENSG00000126456	ENSG00000187608
IRF8	RP11-54O7.11	0.055042265239579599	1	ENSG00000140968	ENSG00000224969
MAFK	AGRN	0.076420728468366894	1	ENSG00000198517	ENSG00000188157
ERG	AGRN	-0.042233936112187002	1	ENSG00000157554	ENSG00000188157
KLF12	AGRN	0.10065292854096199	1	ENSG00000118922	ENSG00000188157
RARA	RP11-465B22.3	0.14781570536017499	1	ENSG00000131759	ENSG00000217801
KLF8	RP11-465B22.3	0.11927430479274198	1	ENSG00000102349	ENSG00000217801
MESP1	RP11-465B22.3	-0.0522530638494655	1	ENSG00000166823	ENSG00000217801
ETV5	RP11-54O7.18	-0.14313107180208801	0	ENSG00000244405	ENSG00000273443
FUBP1	C1orf159	-0.086701618031901906	1	ENSG00000162613	ENSG00000131591
KLF16	C1orf159	0.102396886471129	1	ENSG00000129911	ENSG00000131591
ZBTB33	C1orf159	-0.028542119675478698	1	ENSG00000177485	ENSG00000131591
SPDEF	TTLL10	-0.028004532513875101	0	ENSG00000124664	ENSG00000162571
ATF1	TNFRSF18	0.25029354511316604	0	ENSG00000123268	ENSG00000186891
JUND	TNFRSF18	0.11461260717199499	0	ENSG00000130522	ENSG00000186891
ATF1	TNFRSF4	0.178743758826061	0	ENSG00000123268	ENSG00000186827
REL	TNFRSF4	0.219074532678947	0	ENSG00000162924	ENSG00000186827
RELA	TNFRSF4	0.069775604648715794	0	ENSG00000173039	ENSG00000186827
NR1D1	TNFRSF4	0.18951681720536401	0	ENSG00000126368	ENSG00000186827
TFAP2D	SDF4	0.0623349634408756	1	ENSG00000008197	ENSG00000078808
TFCP2	SDF4	0.0716047202173314	1	ENSG00000135457	ENSG00000078808
CREB3L1	B3GALT6	0.068449141327801097	1	ENSG00000157613	ENSG00000176022
MBD2	FAM132A	-0.024454782931091299	0	ENSG00000134046	ENSG00000184163
KLF14	UBE2J2	0.036237954980975498	1	ENSG00000266265	ENSG00000160087
NR2E1	UBE2J2	-0.054878340773302697	0	ENSG00000112333	ENSG00000160087
ZNF282	RP5-902P8.10	0.13868701149443699	0	ENSG00000170265	ENSG00000230415
KLF14	SCNN1D	0.025238942469819399	0	ENSG00000266265	ENSG00000162572
ESRRA	SCNN1D	0.029531914574209801	0	ENSG00000173153	ENSG00000162572
NFYB	ACAP3	0.056393774415511203	0	ENSG00000120837	ENSG00000131584
NFYC	ACAP3	0.047385463966795598	0	ENSG00000066136	ENSG00000131584
ESRRA	ACAP3	0.030559923596344799	0	ENSG00000173153	ENSG00000131584
PBX3	PUSL1	0.075995501666279802	0	ENSG00000167081	ENSG00000169972
NFYB	PUSL1	0.029071753796018	0	ENSG00000120837	ENSG00000169972
ZNF143	PUSL1	0.017362612799154201	0	ENSG00000166478	ENSG00000169972
PBX3	CPSF3L	0.030845980122759999	0	ENSG00000167081	ENSG00000127054
POU2F3	CPSF3L	0.063066887870527402	0	ENSG00000137709	ENSG00000127054
TCF7L2	CPSF3L	-0.031912769185486599	0	ENSG00000148737	ENSG00000127054
PBX3	CPTP	0.094053853943473903	0	ENSG00000167081	ENSG00000224051
POU2F3	CPTP	0.095354265713804703	0	ENSG00000137709	ENSG00000224051
NFYB	DVL1	0.082247237132615794	0	ENSG00000120837	ENSG00000107404
HIF1A	DVL1	0.0524301163591697	0	ENSG00000100644	ENSG00000107404
SP1	AURKAIP1	0.054042093480810703	1	ENSG00000185591	ENSG00000175756
SP3	AURKAIP1	0.0366391866559806	1	ENSG00000172845	ENSG00000175756
CEBPZ	CCNL2	0.0098040904292621793	1	ENSG00000115816	ENSG00000221978
ZIC1	CCNL2	0.0353864311876982	1	ENSG00000152977	ENSG00000221978
MAZ	RP4-758J18.2	0.115402399840366	1	ENSG00000103495	ENSG00000224870
ZIC1	RP4-758J18.2	0.044316900957639002	1	ENSG00000152977	ENSG00000224870
SP3	RP4-758J18.2	0.013497948656831699	1	ENSG00000172845	ENSG00000224870
TCF12	VWA1	0.0313170291170798	0	ENSG00000140262	ENSG00000179403
SP1	ATAD3A	0.019203593739913899	1	ENSG00000185591	ENSG00000197785
SP4	ATAD3A	0.0139482386972437	1	ENSG00000105866	ENSG00000197785
SP2	ATAD3A	0.034976315827266999	1	ENSG00000167182	ENSG00000197785
NR1I3	ATAD3A	0.039997314825988499	1	ENSG00000143257	ENSG00000197785
BHLHE40	SSU72	0.033265859043885203	0	ENSG00000134107	ENSG00000160075
NR5A2	C1orf233	0.118718367040476	0	ENSG00000116833	ENSG00000228594
NHLH1	RP11-345P4.9	0.025212041910518498	1	ENSG00000171786	ENSG00000272106
GLI1	RP11-345P4.9	-0.028239365313576702	1	ENSG00000111087	ENSG00000272106
EGR4	RP11-345P4.9	0.11272721724077001	1	ENSG00000135625	ENSG00000272106
SP1	MIB2	0.026951459575816003	1	ENSG00000185591	ENSG00000197530
SP4	MIB2	0.040990104571132301	1	ENSG00000105866	ENSG00000197530
SP2	MIB2	0.0116265199746809	1	ENSG00000167182	ENSG00000197530
ZNF143	MIB2	0.049372669625733001	1	ENSG00000166478	ENSG00000197530
ESRRA	MIB2	0.060880828718210996	1	ENSG00000173153	ENSG00000197530
EOMES	CDK11B	-0.0089560858408057505	0	ENSG00000163508	ENSG00000248333
NFYB	SLC35E2B	0.0070596838181077298	0	ENSG00000120837	ENSG00000189339
NFATC1	SLC35E2B	-0.045605268174711298	0	ENSG00000131196	ENSG00000189339
MAZ	RP11-345P4.7	0.038181281084711902	0	ENSG00000103495	ENSG00000269737
ZNF410	RP11-345P4.7	-0.055124269446045995	0	ENSG00000119725	ENSG00000269737
HIVEP2	CDK11A	-0.023124847088182299	0	ENSG00000010818	ENSG00000008128
SP4	RP1-283E3.8	0.008744611609039929	1	ENSG00000105866	ENSG00000268575
PPARA	RP1-283E3.8	0.023097049489450499	1	ENSG00000186951	ENSG00000268575
ZNF143	RP1-283E3.8	0.0096115424023155791	1	ENSG00000166478	ENSG00000268575
ZBTB6	RP1-283E3.4	0.21016927070728697	1	ENSG00000186130	ENSG00000227775
ZIC1	SLC35E2	0.0942025859170494	1	ENSG00000152977	ENSG00000215790
IRF9	NADK	0.012697140840203401	1	ENSG00000213928	ENSG00000008130
MAFK	NADK	0.069828512730581702	1	ENSG00000198517	ENSG00000008130
PRDM14	GNB1	0.023304912101885698	0	ENSG00000147596	ENSG00000078369
RFX4	GNB1	-0.021834248014135901	0	ENSG00000111783	ENSG00000078369
TFDP1	GNB1	-0.023172459427294598	0	ENSG00000198176	ENSG00000078369
CTCFL	RP1-140A9.1	0.029194436882644399	0	ENSG00000124092	ENSG00000231050
CTCF	KIAA1751	0.014756018616469	0	ENSG00000102974	ENSG00000142609
ZBTB7B	KIAA1751	0.017359803908616502	0	ENSG00000160685	ENSG00000142609
SPIB	RP11-547D24.3	0.0233450933615552	0	ENSG00000269404	ENSG00000226969
SPDEF	RP11-547D24.3	-0.022870966601893399	0	ENSG00000124664	ENSG00000226969
SPI1	RP11-547D24.3	0.10108481491365699	0	ENSG00000066336	ENSG00000226969
SP1	PRKCZ	0.017704019161817002	1	ENSG00000185591	ENSG00000067606
TBX15	PRKCZ	0.075396958513771997	1	ENSG00000092607	ENSG00000067606
MEF2A	PRKCZ	0.36628176569553894	1	ENSG00000068305	ENSG00000067606
EGR1	PRKCZ	0.074128799654183106	1	ENSG00000120738	ENSG00000067606
EHF	RP5-892K4.1	0.030707664175319997	0	ENSG00000135373	ENSG00000271806
EGR1	RP11-181G12.2	0.057932060502615401	0	ENSG00000120738	ENSG00000182873
PBX3	C1orf86	0.060847219575851499	0	ENSG00000167081	ENSG00000162585
SP3	C1orf86	0.038568217342207098	0	ENSG00000172845	ENSG00000162585
KLF4	C1orf86	0.0139230847005838	0	ENSG00000136826	ENSG00000162585
KLF6	SKI	0.13086013580544398	1	ENSG00000067082	ENSG00000157933
NFE2L1	SKI	0.0173329256259123	1	ENSG00000082641	ENSG00000157933
NFE2L2	SKI	0.059016982126675006	1	ENSG00000116044	ENSG00000157933
PAX5	SKI	0.14177331760053799	1	ENSG00000196092	ENSG00000157933
SP1	MORN1	0.062812199907820096	1	ENSG00000185591	ENSG00000116151
NFYB	MORN1	0.040863562177201197	1	ENSG00000120837	ENSG00000116151
NFYA	MORN1	0.033906392440064097	1	ENSG00000001167	ENSG00000116151
MZF1	RP4-740C4.7	-0.016075813750761801	0	ENSG00000099326	ENSG00000272420
KLF16	PEX10	0.073277385255056102	1	ENSG00000129911	ENSG00000157911
TCF12	PLCH2	0.14961310925506399	0	ENSG00000140262	ENSG00000149527
CTCFL	PLCH2	0.016391806771213401	0	ENSG00000124092	ENSG00000149527
RREB1	PLCH2	0.13045784487477602	0	ENSG00000124782	ENSG00000149527
ESR1	RP3-395M20.3	0.041158536622630797	0	ENSG00000091831	ENSG00000229393
POU2F3	PANK4	0.096796228828261499	1	ENSG00000137709	ENSG00000157881
POU2F3	RP3-395M20.8	0.087981882671279807	0	ENSG00000137709	ENSG00000238164
PBX3	TNFRSF14	0.092301615516281202	0	ENSG00000167081	ENSG00000157873
FUBP1	TNFRSF14	-0.034541882713106799	0	ENSG00000162613	ENSG00000157873
YBX1	TNFRSF14	0.111806152827319	0	ENSG00000065978	ENSG00000157873
CDC5L	TNFRSF14	-0.061453624772690098	0	ENSG00000096401	ENSG00000157873
LMX1A	RP3-395M20.7	-0.0475874949872091	0	ENSG00000162761	ENSG00000225931
KLF14	FAM213B	0.031220611106833801	1	ENSG00000266265	ENSG00000157870
CEBPZ	FAM213B	0.10092346415269801	1	ENSG00000115816	ENSG00000157870
PROX1	TTC34	-0.118111668733114	0	ENSG00000117707	ENSG00000215912
MBD2	TTC34	-0.019655574901031002	0	ENSG00000134046	ENSG00000215912
BRCA1	LINC00982	-0.021303252196054698	0	ENSG00000012048	ENSG00000177133
GLIS1	LINC00982	-0.069176237058112697	0	ENSG00000174332	ENSG00000177133
CTCFL	LINC00982	0.016007460090487299	0	ENSG00000124092	ENSG00000177133
SPIB	PRDM16	0.043038369160349303	0	ENSG00000269404	ENSG00000142611
FOXG1	PRDM16	0.057269454847448803	0	ENSG00000176165	ENSG00000142611
PLAG1	PRDM16	0.064455185145078905	0	ENSG00000181690	ENSG00000142611
EHF	RP11-193J6.1	0.013719384853866701	0	ENSG00000135373	ENSG00000279839
SPIB	RP11-22L13.1	0.019492977163050498	0	ENSG00000269404	ENSG00000272235
KLF14	MEGF6	0.050830498081585497	0	ENSG00000266265	ENSG00000162591
KLF4	MEGF6	0.021628437653774601	0	ENSG00000136826	ENSG00000162591
EHF	RP11-46F15.2	0.040841767505968803	1	ENSG00000135373	ENSG00000238260
ZFX	TPRG1L	0.13131017935280098	1	ENSG00000005889	ENSG00000158109
MESP1	TPRG1L	0.00336219997206101	1	ENSG00000166823	ENSG00000158109
HGNC:9982	TPRG1L	0.103631451776345	1	ENSG00000132005	ENSG00000158109
TFAP2C	TP73-AS1	0.14303700203995098	0	ENSG00000087510	ENSG00000227372
SPIB	CCDC27	0.0203613196468573	0	ENSG00000269404	ENSG00000162592
MBD2	SMIM1	-0.021720998315587499	0	ENSG00000134046	ENSG00000235169
ZNF143	LRRC47	0.0491448261080593	0	ENSG00000166478	ENSG00000130764
MAZ	RP1-286D6.5	0.036295735039463303	0	ENSG00000103495	ENSG00000272153
ALX1	CEP104	0.0065210667698932098	1	ENSG00000180318	ENSG00000116198
ZNF143	DFFB	0.019186876878377401	1	ENSG00000166478	ENSG00000169598
MZF1	DFFB	-0.038007252446676999	1	ENSG00000099326	ENSG00000169598
PBX2	C1orf174	-0.021457824333868999	1	ENSG00000204304	ENSG00000198912
EHF	LINC01346	0.047739321404118802	0	ENSG00000135373	ENSG00000233304
SPIB	LINC01346	0.040184885369824994	0	ENSG00000269404	ENSG00000233304
PLAG1	LINC01346	0.0236094462234125	0	ENSG00000181690	ENSG00000233304
EHF	RP13-614K11.2	0.064811399033378098	0	ENSG00000135373	ENSG00000226374
PAX7	RP13-614K11.2	0.038990413685893101	0	ENSG00000009709	ENSG00000226374
PLAG1	RP1-37J18.2	0.0126618906609972	0	ENSG00000181690	ENSG00000232596
SPDEF	RP1-37J18.2	-0.015177139679922499	0	ENSG00000124664	ENSG00000232596
EHF	AJAP1	0.15783396542950801	0	ENSG00000135373	ENSG00000196581
SPDEF	AJAP1	-0.046915536112647503	0	ENSG00000124664	ENSG00000196581
EHF	RP11-154H17.1	0.011029423298847801	0	ENSG00000135373	ENSG00000236948
FOXG1	RP11-154H17.1	0.0144819132820069	0	ENSG00000176165	ENSG00000236948
EBF1	NPHP4	0.092836239934481396	1	ENSG00000164330	ENSG00000131697
NFYC	NPHP4	0.0114862224093117	1	ENSG00000066136	ENSG00000131697
ESRRA	NPHP4	0.040741340090750998	1	ENSG00000173153	ENSG00000131697
RELA	KCNAB2	-0.043541435105425297	1	ENSG00000173039	ENSG00000069424
NFKB1	KCNAB2	-0.062609697460093094	1	ENSG00000109320	ENSG00000069424
RELB	KCNAB2	-0.12175397353643701	1	ENSG00000104856	ENSG00000069424
ZNF350	KCNAB2	0.11497374198867499	1	ENSG00000256683	ENSG00000069424
PLAG1	CHD5	0.030554686451201199	0	ENSG00000181690	ENSG00000116254
SPDEF	CHD5	-0.028396678205449999	0	ENSG00000124664	ENSG00000116254
SPI1	CHD5	0.109146362914724	0	ENSG00000066336	ENSG00000116254
ESR2	RPL22	-0.071256377150023295	1	ENSG00000140009	ENSG00000116251
STAT5A	RPL22	-0.17834998977612901	1	ENSG00000126561	ENSG00000116251
KLF12	RPL22	-0.024476257215482199	1	ENSG00000118922	ENSG00000116251
NOTO	RPL22	0.086898745044692097	1	ENSG00000214513	ENSG00000116251
FOXB1	RP1-120G22.11	0.0306432715451351	0	ENSG00000171956	ENSG00000226944
E2F8	ICMT	0.059050645338935802	1	ENSG00000129173	ENSG00000116237
ERG	ICMT	0.0041298480716750897	1	ENSG00000157554	ENSG00000116237
ZSCAN4	ICMT	0.019720347989060701	1	ENSG00000180532	ENSG00000116237
SRY	GPR153	-0.068829110852909797	0	ENSG00000184895	ENSG00000158292
HOXC6	HES2	0.132773854593666	0	ENSG00000197757	ENSG00000069812
CTCF	ESPN	0.024575849593761401	0	ENSG00000102974	ENSG00000187017
ESR1	ESPN	0.028366146569379001	0	ENSG00000091831	ENSG00000187017
POU3F4	TNFRSF25	0.22638092332054999	0	ENSG00000196767	ENSG00000215788
ERF	TNFRSF25	-0.17230347319384501	0	ENSG00000105722	ENSG00000215788
MAFB	PLEKHG5	0.024961612676393699	0	ENSG00000204103	ENSG00000171680
ESRRB	PLEKHG5	0.23119164898948602	0	ENSG00000119715	ENSG00000171680
IRF1	NOL9	-0.012056886258932401	0	ENSG00000125347	ENSG00000162408
ERG	NOL9	0.0082657600873055296	0	ENSG00000157554	ENSG00000162408
NKX2-1	NOL9	0.0116624358344024	0	ENSG00000136352	ENSG00000162408
EGR1	TAS1R1	0.026961652173953899	1	ENSG00000120738	ENSG00000173662
NFYB	ZBTB48	0.080106347143120996	1	ENSG00000120837	ENSG00000204859
SP4	ZBTB48	0.080564012502483198	1	ENSG00000105866	ENSG00000204859
NFYC	ZBTB48	0.0371270933067561	1	ENSG00000066136	ENSG00000204859
SP2	KLHL21	0.043356579029470599	1	ENSG00000167182	ENSG00000162413
ZNF143	KLHL21	0.054457497913625301	1	ENSG00000166478	ENSG00000162413
ZNF784	PHF13	0.036292588666463302	1	ENSG00000179922	ENSG00000116273
NFATC4	PHF13	-0.0300197815604837	1	ENSG00000100968	ENSG00000116273
SOX3	THAP3	-0.088630090109583906	0	ENSG00000134595	ENSG00000041988
KLF1	DNAJC11	-0.0690486376010047	1	ENSG00000105610	ENSG00000007923
SREBF2	DNAJC11	-0.0156517163430057	1	ENSG00000198911	ENSG00000007923
EHF	RP11-242F24.1	0.0736854104590111	0	ENSG00000135373	ENSG00000228750
SPIB	RP11-242F24.1	0.0181509773985199	0	ENSG00000269404	ENSG00000228750
SPDEF	RP11-242F24.1	-0.027138645642212002	0	ENSG00000124664	ENSG00000228750
PBX1	CAMTA1	0.043100552625139198	1	ENSG00000185630	ENSG00000171735
ZNF784	CAMTA1	0.017424155012763998	1	ENSG00000179922	ENSG00000171735
SNAI1	RP11-334N17.1	0.098900083594508401	0	ENSG00000124216	ENSG00000237365
EHF	RP11-338N10.1	0.0182320066103469	0	ENSG00000135373	ENSG00000270171
FOXG1	RP11-338N10.1	0.11078260616473701	0	ENSG00000176165	ENSG00000270171
SPDEF	RP11-338N10.1	-0.030033501495088401	0	ENSG00000124664	ENSG00000270171
NHLH1	VAMP3	0.0218690578927806	1	ENSG00000171786	ENSG00000049245
RARB	VAMP3	-0.077023984341964502	1	ENSG00000077092	ENSG00000049245
TCF7L2	VAMP3	0.062795825640688405	1	ENSG00000148737	ENSG00000049245
SP4	PER3	0.0082958784468590788	1	ENSG00000105866	ENSG00000049246
ZNF143	PER3	0.0502403627449051	1	ENSG00000166478	ENSG00000049246
ESRRA	PER3	0.021603216512187402	1	ENSG00000173153	ENSG00000049246
MAFA	RP3-467L1.4	0.025210228445380501	0	ENSG00000182759	ENSG00000236266
PDX1	RP3-467L1.4	-0.030772958751970499	0	ENSG00000139515	ENSG00000236266
SRF	RP3-467L1.4	-0.096229786223830008	0	ENSG00000112658	ENSG00000236266
RELA	TNFRSF9	0.051891613033168298	0	ENSG00000173039	ENSG00000049249
RELB	TNFRSF9	0.036212364317204003	0	ENSG00000104856	ENSG00000049249
ATF2	TNFRSF9	0.225317444188078	0	ENSG00000115966	ENSG00000049249
CEBPE	TNFRSF9	-0.136727161891148	0	ENSG00000092067	ENSG00000049249
NFKB2	TNFRSF9	0.074867681806088507	0	ENSG00000077150	ENSG00000049249
NHLH1	PARK7	0.0172487172605441	1	ENSG00000171786	ENSG00000116288
TBR1	PARK7	0.0130876244437721	1	ENSG00000136535	ENSG00000116288
MAFK	PARK7	-0.013228157391581003	1	ENSG00000198517	ENSG00000116288
NRF1	ERRFI1	-0.037061911014561598	1	ENSG00000106459	ENSG00000116285
ZFX	ERRFI1	-0.080679783305850197	1	ENSG00000005889	ENSG00000116285
ZNF639	ERRFI1	-0.021233550771608298	1	ENSG00000121864	ENSG00000116285
TBX15	RP11-431K24.1	0.15801407605739301	1	ENSG00000092607	ENSG00000238290
PLAG1	RP11-431K24.1	0.13906910305925102	1	ENSG00000181690	ENSG00000238290
ELF5	RERE	0.16708427577705601	1	ENSG00000135374	ENSG00000142599
FOXB1	RERE	-0.017970952117067798	1	ENSG00000171956	ENSG00000142599
ETV4	RP5-1115A15.1	0.025409389778097698	0	ENSG00000175832	ENSG00000232912
E2F3	RP5-1115A15.1	-0.059633632004577698	0	ENSG00000112242	ENSG00000232912
MAF	ENO1	-0.053458131421558898	1	ENSG00000178573	ENSG00000074800
RFX2	ENO1	-0.085483684149504094	1	ENSG00000087903	ENSG00000074800
HOXD9	MIR6728	-0.081449057100543107	0	ENSG00000128709	ENSG00000274258
MECP2	ENO1-IT1	0.0362359809816723	1	ENSG00000169057	ENSG00000236269
EHF	CA6	0.11134857693297499	0	ENSG00000135373	ENSG00000131686
SPIB	CA6	0.073940363140027596	0	ENSG00000269404	ENSG00000131686
PAX7	CA6	0.088015368093755902	0	ENSG00000009709	ENSG00000131686
HES1	SLC2A5	-0.089024291115959497	0	ENSG00000114315	ENSG00000142583
RELB	SCARNA16	0.0129082913151313	0	ENSG00000104856	ENSG00000252404
ZFHX3	GPR157	-0.13438530241742699	0	ENSG00000140836	ENSG00000180758
CEBPE	GPR157	-0.072477600862302496	0	ENSG00000092067	ENSG00000180758
NFKB2	GPR157	0.095448379771152295	0	ENSG00000077150	ENSG00000180758
NR2C2	RP3-510D11.1	0.0218478835215377	0	ENSG00000177463	ENSG00000228526
RFX5	RP3-510D11.1	0.015732222004213099	0	ENSG00000143390	ENSG00000228526
NR2C2	RP3-510D11.2	0.0452963514221855	0	ENSG00000177463	ENSG00000234546
MAFK	RP3-510D11.2	0.021890067230060501	0	ENSG00000198517	ENSG00000234546
ESRRB	RP3-510D11.2	-0.031308670895315298	0	ENSG00000119715	ENSG00000234546
ZFHX3	ENSG00000281937	-0.079841778595986804	0	ENSG00000140836	ENSG00000281937
NFE2L2	H6PD	-0.117161107532578	0	ENSG00000116044	ENSG00000049239
EN2	H6PD	0.12091441907766999	0	ENSG00000164778	ENSG00000049239
ARNT	H6PD	-0.10243680623932801	0	ENSG00000143437	ENSG00000049239
IRF1	SPSB1	0.034873843566407402	0	ENSG00000125347	ENSG00000171621
IRF9	SPSB1	0.0525967008360569	0	ENSG00000213928	ENSG00000171621
IRF2	SPSB1	0.029824245714020502	0	ENSG00000168310	ENSG00000171621
IRF3	SPSB1	0.11942773114473801	0	ENSG00000126456	ENSG00000171621
TBX4	SLC25A33	0.096825292148599695	1	ENSG00000121075	ENSG00000171612
TFAP2D	SLC25A33	0.093815062321792306	1	ENSG00000008197	ENSG00000171612
KLF4	SLC25A33	-0.019880432491736599	1	ENSG00000136826	ENSG00000171612
RELB	TMEM201	-0.043325898299284002	1	ENSG00000104856	ENSG00000188807
NFYC	TMEM201	0.024500026573641202	1	ENSG00000066136	ENSG00000188807
BARHL1	TMEM201	-0.067912901245221202	1	ENSG00000125492	ENSG00000188807
NR5A2	PIK3CD	0.016989583526751801	0	ENSG00000116833	ENSG00000171608
ESRRB	PIK3CD	0.014816208973675801	0	ENSG00000119715	ENSG00000171608
FOSB	RP11-558F24.2	-0.0225648801390908	0	ENSG00000125740	ENSG00000233268
NFE2	CLSTN1	-0.094014682719669992	0	ENSG00000123405	ENSG00000171603
TCF4	CLSTN1	0.10883972190429302	0	ENSG00000196628	ENSG00000171603
HOXD9	CTNNBIP1	0.050822330262981399	1	ENSG00000128709	ENSG00000178585
PAX5	CTNNBIP1	0.067706442432982794	1	ENSG00000196092	ENSG00000178585
POU6F1	CTNNBIP1	0.052862634627462199	1	ENSG00000184271	ENSG00000178585
CXXC1	LZIC	0.046778473382351603	0	ENSG00000154832	ENSG00000162441
KLF12	LZIC	-0.041401862805290797	0	ENSG00000118922	ENSG00000162441
NR2C2	RP11-84A14.4	0.011514162311975201	0	ENSG00000177463	ENSG00000228150
FOXJ3	NMNAT1	0.11024620525366099	0	ENSG00000198815	ENSG00000173614
IRF1	UBE4B	-0.017861439384393399	1	ENSG00000125347	ENSG00000130939
STAT2	UBE4B	-0.037583656986352701	1	ENSG00000170581	ENSG00000130939
IRF2	UBE4B	-0.0214571798538493	1	ENSG00000168310	ENSG00000130939
IRF3	UBE4B	-0.017697748759446998	1	ENSG00000126456	ENSG00000130939
NFYA	KIF1B	-0.0064251759549489003	1	ENSG00000001167	ENSG00000054523
SP2	KIF1B	-0.0024260390580257501	1	ENSG00000167182	ENSG00000054523
TFDP1	KIF1B	-0.011174217601187499	1	ENSG00000198176	ENSG00000054523
SRF	RNU6-37P	0.0204732643587325	0	ENSG00000112658	ENSG00000199562
HIVEP1	PGD	0.041405734325475403	1	ENSG00000095951	ENSG00000142657
MEF2D	APITD1	0.076238675856804106	0	ENSG00000116604	ENSG00000175279
IRF9	DFFA	-0.0246314654749876	0	ENSG00000213928	ENSG00000160049
NHLH1	PEX14	-0.033198873683220199	0	ENSG00000171786	ENSG00000142655
NR2C2	PEX14	0.087721812486764403	0	ENSG00000177463	ENSG00000142655
POU3F3	PEX14	0.13398421272420899	0	ENSG00000198914	ENSG00000142655
KLF12	PEX14	0.048821690975661601	0	ENSG00000118922	ENSG00000142655
EPAS1	RN7SL614P	-0.130185059174387	0	ENSG00000116016	ENSG00000243267
RFX5	RN7SL614P	0.022072032397526802	0	ENSG00000143390	ENSG00000243267
CDX2	CASZ1	0.10604176718573499	0	ENSG00000165556	ENSG00000130940
ZNF350	CASZ1	-0.104521497157821	0	ENSG00000256683	ENSG00000130940
ESRRB	CASZ1	-0.038239130067931802	0	ENSG00000119715	ENSG00000130940
CEBPE	CASZ1	-0.098370836790891994	0	ENSG00000092067	ENSG00000130940
ZNF350	RP4-734G22.3	-0.062601308597279207	0	ENSG00000256683	ENSG00000272078
CEBPE	RP4-734G22.3	-0.059847527490621097	0	ENSG00000092067	ENSG00000272078
RXRA	C1orf127	0.209881849241531	0	ENSG00000186350	ENSG00000175262
SOX21	TARDBP	0.045363823734060803	1	ENSG00000125285	ENSG00000120948
SOX11	TARDBP	0.0254869817899776	1	ENSG00000176887	ENSG00000120948
YY1	TARDBP	0.068715116510128793	1	ENSG00000100811	ENSG00000120948
